"","respondent_id","enrollment","employment","employment_type","weekly_work_hrs","ethnicity","gender","total_income","academic_level","college/school","mode_transport","transport_reliability","living_alone","dependents","household_head","residence","permanent_address","spent_night_elsewhere","know_homelessness_studt","federal_aid","FI_q26","FI_q27","FI_q28","FI_q30","FI_q31","expenditures_changed","income_changed","fed_aid_changed","debt_changed"
"2890",87880847,"Full Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Junior","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","Yes","No","About the same","About the same","About the same","Increased"
"2891",87880849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",87880851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",87880852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",87880866,"Full Time","No",NA,NA,"Hispanic","Male","40,000-49,999","Freshman","Engineering","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","No","No","About the same","About the same","About the same","About the same"
"2895",87880870,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","20,000-29,999","Masters","Health Sciences","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","No","No","No","Decreased","Increased","About the same","About the same"
"2896",87880872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",87880876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",87880890,"Full Time","No",NA,NA,"Hispanic","Female","< 10,000","Freshman","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"2899",87880892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900",87880899,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Junior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Decreased","About the same","About the same","About the same"
"2901",87880900,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","< 10,000","Masters","Liberal Arts","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Sometimes true","Sometimes true","Yes","No","Yes","About the same","About the same","About the same","Increased"
"2902",87880902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903",87880904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",87880915,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","70,000-99,999","Junior","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","No","No","No","Decreased","Decreased","Increased","Increased"
"2905",87880918,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","20,000-29,999","Junior","Health Sciences","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Often true","No","Yes","No","About the same","About the same","About the same","About the same"
"2906",87880921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",87880924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908",87880947,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","40,000-49,999","Junior","More than one","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Loans","Never true","Sometimes true","No","Yes","No","About the same","Decreased","About the same","Increased"
"2909",87880950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910",87881004,"Full Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Senior","Health Sciences","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","About the same","About the same","About the same","Increased"
"2911",87881022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912",87881031,"Full Time","No",NA,NA,"Hispanic","Male","50,000-69,999","Senior","Business","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"2913",87881034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914",87881038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",87881040,"Full Time","Part Time","On-Campus","19 hours or less","Black/African American","Male","40,000-49,999","Masters","Science","Car (alone)","Very reliable","No","Yes","Yes","Off-Campus with family","Yes",NA,"No","Other","Sometimes true","Sometimes true","No","No","No","Increased","Decreased","About the same","Increased"
"2916",87881045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",87881051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",87881057,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Sophomore","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","Yes","Yes","No","Increased","Decreased","Increased","Increased"
"2919",87881060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",87881063,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","30,000-39,000","Junior","Liberal Arts","Car (alone)","Fairly reliable","No","No","Yes","Other","No","Often","Yes","Other","Never true","Sometimes true","Yes","Yes","Yes","About the same","Decreased","Decreased","Increased"
"2921",87881067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922",87881080,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Junior","Education","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","Increased","About the same","Decreased","Increased"
"2923",87881085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924",87881092,"Full Time","Full Time","Off-Campus","More than 19 hours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925",87881130,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Junior","Health Sciences","Car (alone)","Very reliable","No","Yes","No","Off-Campus not with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"2926",87881133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927",87881142,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Junior","Business","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","No","Increased","Decreased","About the same","Increased"
"2928",87881147,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Senior","Science","Not applicable","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","Yes","No","No","Increased","About the same","Decreased","About the same"
"2929",87881150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",87881157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",87881171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",87881177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933",87881188,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","30,000-39,000","Senior","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Never true","Never true","No","No","No","About the same","Increased","About the same","Increased"
"2934",87881192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935",87881194,"Full Time","No",NA,NA,"Hispanic","Male","50,000-69,999","Senior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","Decreased","About the same","About the same","About the same"
"2936",87881195,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Sophomore","Education","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Never true","Never true","No","No","No","About the same","Decreased","About the same","Decreased"
"2937",87881197,"Full Time","No",NA,NA,"Hispanic","Male","10,000-19,999","Freshman","Engineering","Car (alone)","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Sometimes true","Yes","Yes","No","About the same","About the same","About the same","About the same"
"2938",87881198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939",87881199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940",87881200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941",87881204,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","20,000-29,999","Senior","Business","Bus/Public transport","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Never true","Sometimes true","No","No","No","About the same","About the same","About the same","About the same"
"2942",87881207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943",87881211,"Full Time","No",NA,NA,"Hispanic","Female",">=100,000","Freshman","More than one","Car (alone)","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Decreased","About the same","About the same","About the same"
"2944",87881212,"Full Time","No",NA,NA,"Hispanic","Male","10,000-19,999","Senior","Nursing","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","No","Often","Yes","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","About the same","Decreased","About the same","About the same"
"2945",87881214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",87881216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947",87881217,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Junior","Business","Car (alone)","Very reliable","Yes",NA,"No","Off-Campus not with family","Yes",NA,"No","Other","Often true","Often true","Yes","No","No","Decreased","Decreased","Decreased","Decreased"
"2948",87881220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949",87881221,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Junior","Science","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","Yes","Yes","No","About the same","About the same","About the same","About the same"
"2950",87881224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951",87881232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952",87881235,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Senior","Business","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Often true","Yes","Yes","No","Increased","About the same","About the same","Increased"
"2953",87881241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954",87881260,"Full Time","No",NA,NA,"Hispanic","Female","40,000-49,999","Freshman","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"2955",87881269,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","50,000-69,999","Senior","Education","Car (alone)","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Often true","Often true","Yes","Yes","Yes","About the same","Decreased","Decreased","Increased"
"2956",87881272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957",87881279,"Full Time","No",NA,NA,"Hispanic","Female","40,000-49,999","Sophomore","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"2958",87881287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959",87881295,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Senior","Liberal Arts","Not applicable","Fairly reliable","No","Yes","Yes","On-Campus","Yes",NA,"No","Grants","Sometimes true","Often true","No","No","Yes","About the same","Decreased","About the same","About the same"
"2960",87881309,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Freshman","Education","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Never true","No","No","No","About the same","Decreased","About the same","Increased"
"2961",87881313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962",87881318,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Senior","Liberal Arts","Bike, Trolley, or Walk","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","Yes","Yes","No","About the same","About the same","About the same","About the same"
"2963",87881323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964",87881341,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Sophomore","Nursing","Bus/Public transport","Not reliable at all","No","No","No","Off-Campus with family","Yes",NA,"Yes","Grants","Sometimes true","Sometimes true","Yes","Yes","No","Increased","Increased","About the same","About the same"
"2965",87881345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",87881358,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","40,000-49,999","Freshman","Nursing","Car (someone drives) & Carpool","Not reliable at all","No","Yes","No","Off-Campus with family","Yes",NA,"No","Grants","Often true","Often true","Yes","Yes","Yes","About the same","Decreased","About the same","About the same"
"2967",87881360,"Part Time","Full Time","Off-Campus","More than 19 hours","White/Caucasian","Female","30,000-39,000","Masters","Education","Car (alone)","Fairly reliable","No","Yes","Yes","Other","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","Decreased","Increased","Increased"
"2968",87881363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",87881364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970",87881366,"Full Time","Full Time","Off-Campus","More than 19 hours","White/Caucasian","Female","20,000-29,999","Doctoral/Professional","Science","Car (alone)","Fairly reliable","No","Yes","Yes","Off-Campus not with family","Yes",NA,"Yes","Multiple Aids","Never true","Sometimes true","Yes","No","No","Increased","Decreased","About the same","About the same"
"2971",87881369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",87881381,"Full Time","No",NA,NA,"Hispanic","Female","50,000-69,999","Sophomore","Nursing","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Never true","No","No","No","Decreased","About the same","Decreased","About the same"
"2973",87881386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",87881409,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","70,000-99,999","Junior","Liberal Arts","Bus/Public transport","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Sometimes true","No","Yes","No","About the same","Decreased","About the same","About the same"
"2975",87881410,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","20,000-29,999","Sophomore","Engineering","Car (alone)","Fairly reliable","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976",87881412,"Full Time","No",NA,NA,"White/Caucasian","Female",">=100,000","Doctoral/Professional","Liberal Arts","Not applicable","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","About the same","Increased"
"2977",87881415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978",87881416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979",87881417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980",87881418,"Full Time","No",NA,NA,"Hispanic","Male","30,000-39,000","Junior","Science","Not applicable","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Often true","Often true","No","Yes","Yes","About the same","About the same","Decreased","About the same"
"2981",87881419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982",87881420,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","40,000-49,999","Junior","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","Decreased","Decreased","About the same"
"2983",87881421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984",87881422,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","30,000-39,000","Masters","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Increased","About the same","About the same","About the same"
"2985",87881426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986",87881427,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Sophomore","Engineering","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Increased","Decreased","About the same","About the same"
"2987",87881433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988",87881434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",87881441,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Senior","Nursing","Other","Very reliable","No","Yes","Yes","Off-Campus not with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Increased","Decreased","About the same","About the same"
"2990",87881447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991",87881451,"Full Time","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",87881460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
